,index,Unnamed: 0,text,tags
206,40,,A tranquil spa located in a heritage hotel in Mumbai. Offers a range of Indian wellness treatments and massages. ,"['heritage hotel', 'wellness treatment', 'massage']"
207,41,,A opulent spa located in a luxury hotel in Agra. Offers various ayurvedic and traditional Indian treatments.,"['luxury', 'ayurvedic', 'Indian']"
208,42,,A luxurious spa offering a range of rejuvenating treatments and therapies. Located in the heart of Mumbai. ,"['luxury', 'rejuvenation', 'therapy']"
209,43,,A spa located in a luxury hotel in Delhi. Offers a range of natural and holistic treatments to promote wellbeing.,"['luxury', 'natural', 'holistic']"
210,44,,A serene spa located in a beachfront resort in Goa. Offers a range of ayurvedic and holistic treatments. ,"['serene', 'ayurvedic', 'holistic']"
211,45,,A spa located in a luxury hotel in Mumbai. Offers a range of rejuvenating treatments and therapies. ,"['luxury', 'rejuvenation', 'therapy']"
212,46,,A peaceful spa located in a luxury hotel in Bangalore. Offers a range of ayurvedic treatments and therapies. ,"['peaceful', 'ayurvedic', 'therapy']"
213,47,,A tranquil spa located in a resort overlooking Lake Vembanad in Kerala. Offers a range of ayurvedic and wellness treatments. ,"['tranquil', 'ayurvedic', 'wellness']"
214,48,,A luxurious spa located in a 5-star hotel in New Delhi. Offers a range of holistic and natural treatments to promote relaxation.,"['luxury', 'holistic', 'relaxation']"
215,49,,"Thrilling rides, water attractions, and live shows, Wonderla offers an ultimate fun experience.  ","['thrilling rides', 'water attractions', 'live shows']"
216,50,," A perfect destination for family entertainment with water park, rides, and dining options. ","['family', 'water park', 'dining']"
217,51,,"A popular water park with thrilling rides, slides and water attractions. ","['water park', 'thrilling rides', 'water attractions']"
218,52,,"India's largest amusement park, Essel World is a place for thrilling rides, fun games, and food options. ","['largest', 'thrilling rides', 'fun games']"
219,53,,"Enjoy water rides, family attractions, and exciting activities in one of the oldest amusement parks in India.  ","['water rides', 'family attractions', 'exciting activities']"
220,54,,"Enjoy water rides, wave pool, and other water activities in this popular water park. ","['water rides', 'wave pool', 'water activities']"
221,55,,"A film-themed park with attractions such as a studio tour, live shows, and movie sets.  ","['film-themed', 'studio tour', 'live shows']"
222,56,,"An amusement park with a variety of rides, including a water park, roller coaster, and more.  ","['variety of rides', 'water park', 'roller coaster']"
223,57,," This water park offers thrilling water rides, wave pool, and other water activities for a fun-filled day. ","['thrilling water rides', 'wave pool', 'water activities']"
224,58,,"  A family-friendly amusement park with water rides, fun games, and food options. ","['family-friendly', 'water rides', 'fun games']"
225,59,,"One of the largest amusement parks in North India, WOW offers a wide range of rides, water park, and other attractions.  ","['largest', 'wide range of rides', 'water park']"
226,60,,A street market popular for trendy clothes and accessories at bargain prices.,"['street market', 'clothing', 'accessories']"
