,text,name,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index
488,"Ghana is a country in West Africa known for its diverse wildlife, rich cultural heritage, and bustling cities. One of the most popular destinations in Ghana is Accra, the capital city. In Accra, you can find a variety of attractions, such as the Kwame Nkrumah Memorial Park, which honors the first president of Ghana. If you're interested in history, you can also visit the National Museum of Ghana, which has exhibits on Ghana's past, including its role in the transatlantic slave trade. If you're looking to shop, head to the bustling markets in Accra, such as the colorful Makola Market, where you can find everything from food to textiles. Outside of Accra, you can explore the stunning nature of Ghana, including Kakum National Park, known for its canopy walkway and diverse wildlife. Other popular destinations include the slave castles of Cape Coast and the beaches of Ada Foah. ","['Ghana', 'West Africa', 'Accra', 'Kwame Nkrumah Memorial Park', 'National Museum of Ghana', 'transatlantic slave trade', 'Makola Market', 'Kakum National Park', 'Cape Coast', 'Ada Foah']",324.0,157.0,149.0,149.0,125.0
489,"Prague, the capital of the Czech Republic, is a beautiful city that's rich in history and culture. There are so many things to see and do in Prague, from exploring the winding streets of Old Town to taking in the breathtaking views from Charles Bridge. If you're interested in art, be sure to check out the Mucha Museum, which features the works of famous Czech artist Alphonse Mucha. For some local flavor, head to the farmers' market at Náplavka, where you can sample traditional Czech foods and pick up souvenirs to take home. And if you're looking for a unique experience, why not try an escape room? Prague has several escape room venues, including MindMaze and The Chamber. Whatever you choose to do in Prague, you're sure to have a memorable time. ","['Prague', 'Czech Republic', 'Old Town', 'Charles Bridge', 'Mucha Museum', 'Alphonse Mucha', 'Náplavka', 'escape room', 'MindMaze', 'The Chamber']",325.0,158.0,150.0,150.0,126.0
490,"I started my day with a delicious breakfast at Bills Omotesando, which had a great atmosphere and even better food. After that, I made my way to the Meiji Shrine, one of Tokyo's most famous Shinto shrines, surrounded by a beautiful forest. From there, I walked through the trendy neighborhood of Harajuku, known for its fashion and unique street style. I stopped at Kiddy Land, a popular toy store with a wide variety of products for all ages. Next, I visited the Tokyo Tower, an iconic landmark that provides stunning views of the city. For lunch, I went to Tsukiji Fish Market, where I indulged in some of the freshest sushi I've ever had. In the afternoon, I headed to Shinjuku Gyoen National Garden, a peaceful oasis in the middle of the bustling city. Finally, I ended my day with a visit to the famous Robot Restaurant, a quirky and entertaining show with robots and performers. ","['Bills Omotesando', 'Meiji Shrine', 'Harajuku', 'Kiddy Land', 'Tokyo Tower', 'Tsukiji Fish Market', 'Shinjuku Gyoen National Garden', 'Robot Restaurant']",326.0,159.0,151.0,151.0,127.0
491,"Amsterdam is a beautiful city with a rich history and culture. One of the must-visit locations is the Van Gogh Museum, which features the largest collection of Van Gogh's paintings and drawings in the world. The Anne Frank House is also a popular destination, where you can learn about the life of Anne Frank and her family during World War II. For those who love outdoor activities, Vondelpark is a great place to relax, have a picnic, or rent a bike and explore the park. If you're looking for some shopping, the Nine Streets area is a charming and trendy spot with a variety of boutique stores and cafes. And of course, no visit to Amsterdam is complete without trying some Dutch specialties such as stroopwafels, poffertjes, and bitterballen. ","['Van Gogh Museum', 'Anne Frank House', 'Vondelpark', 'Nine Streets']",327.0,160.0,152.0,152.0,128.0
492,"Norway is a country known for its stunning natural beauty, and one of the best places to experience this is in the Geirangerfjord. This UNESCO World Heritage Site is home to soaring cliffs, cascading waterfalls, and crystal clear waters. For those interested in history, a visit to the Viking Ship Museum in Oslo is a must. Here, visitors can see some of the world's best-preserved Viking ships, along with other artifacts from this fascinating era. For those who love the outdoors, Norway offers plenty of opportunities for hiking, skiing, and other outdoor activities. The town of Lillehammer, for example, was the site of the 1994 Winter Olympics and offers world-class skiing and other winter sports. And for those looking for a taste of Norwegian culture, the city of Bergen is a must-visit destination. This charming coastal city is home to colorful houses, picturesque streets, and plenty of museums and galleries that showcase Norway's rich history and culture. ","['Norway', 'Geirangerfjord', 'UNESCO World Heritage Site', 'Oslo', 'Viking Ship Museum', 'Viking ships', 'Lillehammer', '1994 Winter Olympics', 'skiing', 'outdoor activities', 'Bergen', 'coastal city', 'museums', 'galleries']",328.0,161.0,153.0,153.0,129.0
493,"Stockholm is a vibrant city that has something for everyone. If you love shopping, you'll find plenty of boutiques and stores in the charming neighborhood of Östermalm. Check out the trendy fashion shops on Biblioteksgatan, or head to the bustling streets of Drottninggatan and Sergels torg for more mainstream stores. If you're looking for art and culture, there's no shortage of museums and galleries in Stockholm. Visit the Moderna Museet for contemporary art, or the Fotografiska museum for stunning photography exhibitions. And for a taste of Sweden's rich history, head to the Vasa Museum to see the impressive 17th-century warship that sank on its maiden voyage. After a long day of exploring, unwind at one of the city's many cozy cafes or bustling bars, or enjoy a relaxing stroll along the picturesque waterfront. ","['Östermalm', 'Biblioteksgatan', 'Drottninggatan', 'Sergels torg', 'Moderna Museet', 'Fotografiska museum', 'Vasa Museum']",329.0,162.0,154.0,154.0,130.0
494," Copenhagen is a charming city filled with colorful buildings, winding canals, and a relaxed atmosphere. One of the most popular spots in the city is Nyhavn, a picturesque harbor lined with restaurants, cafes, and bars. The area is especially beautiful in the summer, when the outdoor seating spills out onto the quayside and the sun stays up late. Another must-see location in Copenhagen is Tivoli Gardens, a historic amusement park in the heart of the city. With rides, games, concerts, and beautiful gardens, it's a favorite among locals and tourists alike. For a taste of local Danish culture, head to the Carlsberg Brewery, where you can take a tour and learn about the history of beer-making in Denmark. And if you're interested in art and design, be sure to visit the Danish Design Museum, which showcases the best of Danish design from the past and present.","['Copenhagen', 'Nyhavn', 'restaurants', 'cafes', 'bars', 'Tivoli Gardens', 'amusement park', 'local Danish culture', 'Carlsberg Brewery', 'beer-making', 'Danish Design Museum', 'Danish design', 'art', 'design']",330.0,163.0,155.0,155.0,131.0
495," Iceland is a country full of breathtaking natural beauty and unique experiences. One of the most popular activities in Iceland is visiting the Blue Lagoon, a geothermal spa that is famous for its warm and mineral-rich waters. Another must-see destination is the Gullfoss waterfall, which is one of the most iconic waterfalls in Iceland. For those interested in history and culture, the National Museum of Iceland in Reykjavik is a fascinating place to visit, showcasing the country's history from settlement to modern times. Other popular attractions include the Jökulsárlón glacier lagoon, the black sand beach at Reynisfjara, and the famous geysers at Geysir. Visitors can also explore the quaint fishing village of Vik and the picturesque Skaftafell National Park.

","['Iceland', 'Blue Lagoon', 'Gullfoss waterfall', 'National Museum of Iceland', 'Reykjavik', 'Jökulsárlón glacier lagoon', 'Reynisfjara', 'Geysir', 'Vik', 'Skaftafell National Park']",331.0,164.0,156.0,156.0,132.0
496,"Mombasa is a coastal city located in Kenya, East Africa. The city is famous for its stunning beaches and rich culture, which attracts tourists from all over the world. If you're visiting Mombasa, you must check out the Old Town area, where you can experience the city's rich history and architecture. The area is filled with small shops and restaurants, and you can find anything from fresh seafood to souvenirs. Don't forget to visit the Fort Jesus Museum, which tells the story of the city's past as a Portuguese stronghold. ","['Mombasa', 'Kenya', 'Old Town', 'Fort Jesus Museum', 'Portuguese']",332.0,165.0,157.0,157.0,133.0
497,"Cape Town is a coastal city in South Africa known for its stunning natural beauty, rich history, and vibrant culture. The city has many places of interest to explore, including historical landmarks, beautiful beaches, and bustling markets.

During your visit to Cape Town, be sure to visit the Victoria & Alfred Waterfront, a bustling shopping and entertainment hub that offers a wide range of shops, restaurants, and attractions. The area also has many historical landmarks, including the Clock Tower, which was built in 1882 and served as a harbor time signal for many years.

Another must-see destination in Cape Town is Table Mountain, a flat-topped mountain that offers breathtaking views of the city and the surrounding landscape. You can take a cable car to the top of the mountain or hike one of the many trails that wind their way up the slopes.

If you're interested in history, be sure to visit the Robben Island Museum, which was once a maximum security prison that held many anti-apartheid activists, including Nelson Mandela. You can take a ferry to the island and explore the prison, as well as learn about the history of apartheid in South Africa.

Other notable places to visit in Cape Town include the Kirstenbosch National Botanical Garden, which is home to a stunning array of plants and flowers; the Bo-Kaap neighborhood, which is known for its colorful houses and rich cultural heritage; and the beaches of Camps Bay and Clifton, which are popular spots for swimming and sunbathing. ","['Victoria & Alfred Waterfront', 'Clock Tower', 'Table Mountain', 'Robben Island Museum', 'Nelson Mandela', 'Kirstenbosch National Botanical Garden', 'Bo-Kaap', 'Camps Bay', 'Clifton']",333.0,166.0,158.0,158.0,134.0
498,"Istanbul is a city that sits at the crossroads of two continents, making it a unique and fascinating destination to visit. There is so much to see and explore here, from the ancient history of the Hagia Sophia to the bustling bazaars of the Grand Bazaar. One of the top attractions in Istanbul is the Blue Mosque, a stunning example of Ottoman architecture with its intricate tile work and soaring minarets. Visitors can also take a stroll through the picturesque streets of the Beyoglu neighborhood, where they will find a wide variety of shops, cafes, and galleries. For those who are interested in history, a visit to the Topkapi Palace is a must, where they can see the opulent residence of the Ottoman sultans and explore the palace's stunning gardens. Other popular attractions in Istanbul include the Basilica Cistern, the Galata Tower, and the Spice Bazaar. ","['Istanbul', 'Hagia Sophia', 'Grand Bazaar', 'Blue Mosque', 'Ottoman', 'Beyoglu', 'Topkapi Palace', 'Ottoman sultans', 'Topkapi Palace', 'Basilica Cistern', 'Galata Tower', 'Spice Bazaar']",334.0,167.0,159.0,159.0,135.0
499,"Florence is a city in central Italy known for its rich history and stunning art and architecture. The city is home to many famous museums and galleries, including the Uffizi Gallery and the Accademia Gallery, which houses Michelangelo's David statue. Visitors can also explore the beautiful Florence Cathedral, known as the Duomo, and its iconic red-tiled dome. For a taste of local cuisine, visitors can visit the Mercato Centrale, a bustling indoor market filled with vendors selling fresh produce, meats, and cheeses. Other popular sites include the Ponte Vecchio, a medieval bridge lined with shops selling jewelry and souvenirs, and the Boboli Gardens, a stunning Renaissance-era garden located behind the Pitti Palace. ","['Florence', 'Italy', 'Uffizi Gallery', 'Accademia Gallery', 'Michelangelo', 'David', 'Florence Cathedral', 'Duomo', 'Mercato Centrale', 'Ponte Vecchio', 'Boboli Gardens', 'Renaissance', 'Pitti Palace']",335.0,168.0,160.0,160.0,136.0
500," India is a land of diverse cultures, stunning landscapes, and rich history. From the bustling streets of Mumbai to the serene backwaters of Kerala, there's something for every traveler in India. The Golden Triangle is one of the most popular tourist routes, which includes Delhi, Agra, and Jaipur. The Taj Mahal in Agra is one of the Seven Wonders of the World and a must-visit for anyone traveling to India. Goa is known for its beautiful beaches, lively nightlife, and Portuguese architecture. In the south, Chennai is a bustling metropolis with a rich history, including the UNESCO World Heritage Site of Mahabalipuram. Kerala is a state known for its natural beauty, with the backwaters of Alleppey and the hill stations of Munnar being popular destinations.","['India', 'Mumbai', 'Kerala', 'Delhi', 'Agra', 'Jaipur', 'Taj Mahal', 'Goa', 'Chennai', 'Mahabalipuram', 'Allepey', 'Munnar']",336.0,169.0,161.0,161.0,137.0
501,"Greece is a country in southeastern Europe, known for its ancient history, beautiful islands, and delicious food. Athens, the capital city, is a great place to start your trip. Don't miss the Acropolis, an ancient citadel with stunning views of the city. If you're interested in mythology, head to Delphi to see the ruins of the Oracle of Apollo. Santorini is one of the most popular islands, famous for its white-washed buildings with blue domes and stunning sunsets. If you're looking for something more secluded, head to the island of Naxos, where you'll find beautiful beaches and traditional villages. Other popular islands include Mykonos, Crete, and Rhodes. And of course, no trip to Greece is complete without trying the local cuisine, including moussaka, gyros, and fresh seafood.","['Greece', 'Europe', 'Athens', 'Acropolis', 'Delphi', 'Oracle of Apollo', 'Santorini', 'Naxos', 'Mykonos', 'Crete', 'Rhodes']",337.0,170.0,162.0,162.0,138.0
502," Mauritius is a beautiful island country located in the Indian Ocean. The island is known for its stunning beaches, crystal-clear waters, and diverse marine life. One of the most popular beaches in Mauritius is Grand Baie, which is lined with various shops and restaurants. Another must-visit location is the Black River Gorges National Park, which is home to many species of plants and animals, including the rare pink pigeon. The island's capital city, Port Louis, is a vibrant and bustling city filled with street vendors, shops, and historic landmarks like the Aapravasi Ghat, which is a UNESCO World Heritage site. Other popular attractions on the island include the Seven Coloured Earths of Chamarel, the Tamarind Falls, and the Trou aux Cerfs volcano.

","['Mauritius', 'Indian Ocean', 'Grand Baie', 'Black River Gorges National Park', 'pink pigeon', 'Port Louis', 'Aapravasi Ghat', 'UNESCO World Heritage', 'Seven Coloured Earths of Chamarel', 'Tamarind Falls', 'Trou aux Cerfs volcano']",338.0,171.0,163.0,163.0,139.0
503," China is a country that is rich in history and culture, with many ancient landmarks and modern cities. One of the most popular destinations is the Great Wall of China, which is an architectural marvel that spans over 13,000 miles. The Forbidden City is another must-visit attraction, a palace complex that was once home to the imperial families of China. For those interested in modern architecture, the towering skyscrapers of Shanghai and Hong Kong are sure to impress. The Terracotta Army in Xi'an is another popular attraction, with over 8,000 life-size soldiers, horses, and chariots that were created over 2,000 years ago. Other notable locations in China include the Yangtze River, the Zhangjiajie National Forest Park, and the stunning landscapes of Guilin.","['China', 'Great Wall of China', 'Forbidden City', 'Shanghai', 'Hong Kong', 'Terracotta Army', ""Xi'an"", 'Yangtze River', 'Zhangjiajie National Forest Park', 'Guilin']",339.0,172.0,164.0,164.0,140.0
504,"Havana is the capital and largest city in Cuba, with a population of over 2 million people. The city is known for its beautiful architecture, lively culture, and fascinating history. Some of the must-visit locations in Havana include the Old Havana neighborhood, where you can see many examples of colonial architecture, the Malecon boardwalk, which is a popular spot for strolling and watching the sunset, and the Plaza de la Revolución, a historic public square that has been the site of many important political events. Other notable locations in Havana include the Museo Nacional de Bellas Artes de La Habana, the Catedral de San Cristóbal de La Habana, and the Gran Teatro de La Habana. 
 ","['Havana', 'Cuba', 'Old Havana', 'Malecon', 'Plaza de la Revolución', 'Museo Nacional de Bellas Artes de La Habana', 'Catedral de San Cristóbal de La Habana', 'Gran Teatro de La Habana']",340.0,173.0,165.0,165.0,141.0
505,"Puerto Rico is a beautiful island with a rich culture and history. If you're looking for some stunning beaches, head to Flamenco Beach or Luquillo Beach. Old San Juan is a must-visit for history buffs, where you can explore the fortresses, cathedrals, and museums. If you're into hiking, the El Yunque rainforest is the perfect destination with its lush greenery and waterfalls. For those who love to shop, check out Plaza las Américas or the colorful shops in Ponce. And of course, you can't leave Puerto Rico without trying some of their famous dishes like mofongo or arroz con gandules.
 ","['Flamenco Beach', 'Luquillo Beach', 'Old San Juan', 'El Yunque', 'Plaza las Américas', 'Ponce', 'mofongo', 'arroz con gandules']",341.0,174.0,166.0,166.0,142.0
506,"Peru is a country in South America that is known for its rich history and culture, as well as its stunning natural beauty. One of the most popular destinations in Peru is Machu Picchu, an ancient Incan city located high in the Andes Mountains. Other popular attractions include the Amazon rainforest, the Nazca Lines, and Lake Titicaca, the highest navigable lake in the world. Peru is also home to several bustling cities, including Lima, Cusco, and Arequipa, each with its own unique charm and character. While in Peru, be sure to try some of the delicious local cuisine, such as ceviche, lomo saltado, and ají de gallina.

 ","['Machu Picchu', 'Andes Mountains', 'Amazon rainforest', 'Nazca Lines', 'Lake Titicaca', 'Lima', 'Cusco', 'Arequipa', 'ceviche', 'lomo saltado', 'ají de gallina']",342.0,175.0,167.0,167.0,143.0
507," Kerala, also known as ""God's own country"", is a state located on the southwestern coast of India. It is famous for its serene backwaters, palm-lined beaches, and hill stations. One of the most popular destinations in Kerala is the city of Kochi, which is known for its Chinese fishing nets and the historic Fort Kochi area. The city of Thiruvananthapuram, the capital of Kerala, is also a must-visit location with its beautiful beaches and ancient temples. Other notable locations in Kerala include the hill station of Munnar, the backwaters of Alleppey, and the wildlife sanctuary of Periyar. With its rich culture, stunning landscapes, and unique cuisine, Kerala is a must-visit destination for anyone traveling to India.","['Kerala', 'India', 'Kochi', 'Fort Kochi', 'Thiruvananthapuram', 'Munnar', 'Alleppey', 'Periyar']",343.0,176.0,168.0,168.0,144.0
508," Dubai is a city in the United Arab Emirates known for its luxurious lifestyle and skyscrapers. One of the most popular attractions in Dubai is the Burj Khalifa, which is currently the tallest building in the world. Visitors can take a trip to the observation deck to enjoy stunning views of the city. Another must-see location is the Dubai Mall, which is one of the largest shopping malls in the world. It houses over 1,200 retail stores, a massive aquarium, and an indoor ski slope. For a taste of traditional Emirati culture, the Dubai Museum is a great place to visit. It's located in the Al Fahidi Fort, which is one of the oldest buildings in Dubai. Other notable locations include the Palm Jumeirah, an artificial island shaped like a palm tree, and the Dubai Miracle Garden, which features over 45 million flowers in various shapes and colors.

","['Dubai', 'United Arab Emirates', 'Burj Khalifa', 'Dubai Mall', 'Al Fahidi Fort', 'Palm Jumeirah', 'Dubai Miracle Garden']",344.0,177.0,169.0,169.0,145.0
509,"
I went to Nobu last night and had their famous black cod. ",['Nobu'],345.0,178.0,170.0,170.0,146.0
510,The food truck on the corner of Main St. and 5th Ave. has the best tacos in town.,['The food truck on the corner of Main St. and 5th Ave.'],346.0,179.0,171.0,171.0,147.0
511,"I've always wanted to try Shake Shack, but there isn't one in my city. ",['Shake Shack'],347.0,180.0,172.0,172.0,148.0
512,The rooftop bar at the Peninsula Hotel has amazing views of the city skyline.,['The rooftop bar'],348.0,181.0,173.0,173.0,149.0
513,"I had an incredible meal at Eleven Madison Park, the tasting menu was unforgettable. ",['Eleven Madison Park'],349.0,182.0,174.0,174.0,150.0
514,The pizza at Pizzeria Bianco is out of this world.,['Pizzeria Bianco'],350.0,183.0,175.0,175.0,151.0
515,"I had a great time at the Hard Rock Cafe last night, the live music was fantastic. ",['Hard Rock Cafe'],351.0,184.0,176.0,176.0,152.0
516,"I love the sushi at Jiro, it's worth the trip to Tokyo just for that. ",['Jiro'],352.0,185.0,177.0,177.0,153.0
517,"The seafood at The Oyster Bar is so fresh, it's like it was just pulled out of the ocean. ",['The Oyster Bar'],353.0,186.0,178.0,178.0,154.0
518,"I had a great time at the beer garden at Hofbräuhaus in Munich, the atmosphere was so lively.
",['beer garden'],354.0,187.0,179.0,179.0,155.0
519,I had the most amazing steak at Peter Luger's last night.,"[""Peter Luger's""]",355.0,188.0,180.0,180.0,156.0
520,The seafood tower at Joe's Stone Crab is absolutely stunning.,"[""Joe's Stone Crab""]",356.0,189.0,181.0,181.0,157.0
521,I can't get enough of the fried chicken at Momofuku.,['Momofuku'],357.0,190.0,182.0,182.0,158.0
522,"The dim sum at Din Tai Fung is so delicious, I could eat it every day.",['Din Tai Fung'],358.0,191.0,183.0,183.0,159.0
523,The cocktails at Death & Co. are always on point.,['Death & Co.'],359.0,192.0,184.0,184.0,160.0
524,The ramen at Ippudo is a must-try for any noodle lover.,['Ippudo'],360.0,193.0,185.0,185.0,161.0
525,The brunch at The Smith is perfect for a lazy weekend.,['The Smith'],361.0,194.0,186.0,186.0,162.0
526,The cheeseburgers at In-N-Out are a classic for a reason.,['In-N-Out'],362.0,195.0,187.0,187.0,163.0
527,"The vegetarian tasting menu at Noma is a work of art.
",['Noma'],363.0,196.0,188.0,188.0,164.0
528,The paella at Socarrat is some of the best I've ever had.,['Socarrat'],364.0,197.0,189.0,189.0,165.0
529,The macarons at Ladurée are so delicate and delicious.,['Ladurée'],365.0,198.0,190.0,190.0,166.0
530,The hot pot at Hai Di Lao is a great way to warm up on a cold day.,['Hai Di Lao'],366.0,199.0,191.0,191.0,167.0
531,The oysters at Grand Central Oyster Bar are always fresh and delicious.,['Grand Central Oyster Bar'],367.0,200.0,192.0,192.0,168.0
532,"The vegan food at By Chloe is so tasty, you won't even miss the meat.",['By Chloe'],368.0,201.0,193.0,193.0,169.0
533,The cocktails at PDT are some of the most inventive I've ever tasted.,['PDT'],369.0,202.0,194.0,194.0,170.0
534,"The sushi at Masa is so fresh, it practically melts in your mouth.",['Masa'],370.0,203.0,195.0,195.0,171.0
535,The pizza at Di Fara is a New York City institution.,['Di Fara'],371.0,204.0,196.0,196.0,172.0
536,The fried rice at Yangzhou Fried Rice is a must-try in China.,['Yangzhou Fried Rice'],372.0,205.0,197.0,197.0,173.0
537,The tapas at La Boqueria are perfect for sharing with friends.,['La Boqueria'],373.0,206.0,198.0,198.0,174.0
538,The ramen at Momosan is some of the best in the city.,['Momosan'],374.0,207.0,199.0,199.0,175.0
539,The dumplings at Din Tai Fung are little pockets of heaven.,['Din Tai Fung'],375.0,208.0,200.0,200.0,176.0
540,The cocktails at Employees Only are always expertly crafted.,['Employees Only'],376.0,209.0,201.0,201.0,177.0
541,The pizza at Lou Malnati's is a Chicago staple.,"[""Lou Malnati's""]",377.0,210.0,202.0,202.0,178.0
542,The seafood at Le Bernardin is some of the best in the world.,['Le Bernardin'],378.0,211.0,203.0,203.0,179.0
543,The pho at Pho 79 is a comforting bowl of goodness.,['Pho 79'],379.0,212.0,204.0,204.0,180.0
544,The fried chicken at Gus's World Famous Fried Chicken is crispy and delicious.,"[""Gus's World Famous Fried Chicken""]",380.0,213.0,205.0,205.0,181.0
545,The steak at Ruth's Chris is always cooked to perfection.,"[""Ruth's Chris""]",381.0,214.0,206.0,206.0,182.0
546,The crepes at Angelina in Paris are a sweet treat.,['Angelina '],382.0,215.0,207.0,207.0,183.0
547,The sushi at Tsukiji Fish Market is worth getting up early for.,['Tsukiji Fish Market'],383.0,216.0,208.0,208.0,184.0
548,The tacos at El Rey Del Taco are authentic and flavorful.,['El Rey Del Taco'],384.0,217.0,209.0,209.0,185.0
549,The cocktails at Trick Dog are always creative and delicious.,['Trick Dog'],385.0,218.0,210.0,210.0,186.0
550,The ramen at Ivan Ramen is a fusion of Japanese and Jewish flavors.,['Ivan Ramen'],386.0,219.0,211.0,211.0,187.0
551,The croissants at Maison Kayser are buttery and flaky.,['Maison Kayser'],387.0,220.0,212.0,212.0,188.0
552,The seafood at The Crab Shack in Tybee Island is a must-try.,['The Crab Shack'],388.0,221.0,213.0,213.0,189.0
553,The pho at Pho Saigon is a perfect lunch on a chilly day.,['Pho Saigon'],389.0,222.0,214.0,214.0,190.0
554,The pizza at Pepe's Pizzeria Napoletana is a Connecticut legend.,"[""Pepe's Pizzeria Napoletana""]",390.0,223.0,215.0,215.0,191.0
555,The cocktails at The Aviary in Chicago are a true experience.,['The Aviary'],391.0,224.0,216.0,216.0,192.0
556,The Korean BBQ at Kang Ho Dong Baekjeong is always a crowd pleaser.,['Kang Ho Dong Baekjeong'],392.0,225.0,217.0,217.0,193.0
557,The fried chicken at Hattie B's in Nashville is spicy and delicious.,"[""Hattie B's""]",393.0,226.0,218.0,218.0,194.0
558,The pastrami at Katz's Delicatessen is a New York classic.,"[""Katz's Delicatessen""]",394.0,227.0,219.0,219.0,195.0
559,The seafood at The Boiling Crab in Los Angeles is a messy but delicious experience.,['The Boiling Crab'],395.0,228.0,220.0,220.0,196.0
560,The vegan food at Gracias Madre is always flavorful.,['Gracias Madre'],396.0,229.0,221.0,221.0,197.0
561,The ramen at Totto Ramen is some of the best in the city.,['Totto Ramen'],397.0,230.0,222.0,222.0,198.0
562,The cocktails at Bar Hemingway in Paris are timeless and elegant.,['Bar Hemingway'],398.0,231.0,223.0,223.0,199.0
563,The burgers at The Spotted Pig are a favorite of many.,['The Spotted Pig'],399.0,232.0,224.0,224.0,200.0
564,The sushi at Jiro Ono's restaurant in Tokyo is considered the best in the world.,"[""Jiro Ono's restaurant""]",400.0,233.0,225.0,225.0,201.0
565,The seafood at Legal Sea Foods is always fresh and delicious.,['Legal Sea Foods'],401.0,234.0,226.0,226.0,202.0
566,The pasta at Carbone is comforting and delicious.,['Carbone'],402.0,235.0,227.0,227.0,203.0
567,"The cocktails at Death & Taxes in Raleigh are expertly crafted
",['Death & Taxes'],403.0,236.0,228.0,228.0,204.0
568,The lobster rolls at Luke's Lobster are some of the best in the city.,"[""Luke's Lobster""]",404.0,237.0,229.0,229.0,205.0
569,The cocktails at The Dead Rabbit are always inventive and delicious.,['The Dead Rabbit'],405.0,238.0,230.0,230.0,206.0
570,The ramen at Afuri is a must-try in Tokyo.,['Afuri'],406.0,239.0,231.0,231.0,207.0
571,The fried chicken at Prince's Hot Chicken Shack in Nashville is spicy and addictively delicious.,"[""Prince's Hot Chicken Shack""]",407.0,240.0,232.0,232.0,208.0
572,The sushi at Sushi Nakazawa is a true omakase experience.,['Sushi Nakazawa'],408.0,241.0,233.0,233.0,209.0
573,The cocktails at The Broken Shaker in Miami are always refreshing and flavorful.,['The Broken Shaker'],409.0,242.0,234.0,234.0,210.0
574,The paella at Casa Mono in NYC is a flavorful Spanish classic.,['Casa Mono'],410.0,243.0,235.0,235.0,211.0
575,The steak at Gibson's Bar & Steakhouse in Chicago is always cooked to perfection.,"[""Gibson's Bar & Steakhouse""]",411.0,244.0,236.0,236.0,212.0
576,The dumplings at Din Tai Fung are a must-try in Taiwan.,['Din Tai Fung'],412.0,245.0,237.0,237.0,213.0
577,The seafood at The Walrus and the Carpenter in Seattle is fresh and delicious.,['The Walrus and the Carpenter'],413.0,246.0,238.0,238.0,214.0
578,The cocktails at The Varnish in Los Angeles are expertly crafted.,['The Varnish'],414.0,247.0,239.0,239.0,215.0
579,The pizza at Pequod's Pizza in Chicago is a deep dish classic.,"[""Pequod's Pizza""]",415.0,248.0,240.0,240.0,216.0
580,The fried chicken at Husk in Charleston is perfectly crispy and flavorful.,['Husk'],416.0,249.0,241.0,241.0,217.0
581,The sushi at Sushi Yasuda in NYC is a traditional and elegant experience.,['Sushi Yasuda'],417.0,250.0,242.0,242.0,218.0
582,The vegan food at Veggie Grill is always flavorful and satisfying.,['Veggie Grill'],418.0,251.0,243.0,243.0,219.0
583,The ramen at Tatsunoya in California is a must-try for noodle lovers.,['Tatsunoya'],419.0,252.0,244.0,244.0,220.0
584,The cocktails at The Everleigh in Melbourne are sophisticated and delicious.,['The Everleigh'],420.0,253.0,245.0,245.0,221.0
585,The seafood at Pearl Oyster Bar in NYC is always fresh and delicious.,['Pearl Oyster Bar'],421.0,254.0,246.0,246.0,222.0
586,The pastrami at Langer's Deli in LA is a classic sandwich.,"[""Langer's Deli""]",422.0,255.0,247.0,247.0,223.0
587,The pizza at Pizzeria Bianco in Arizona is a true culinary delight.,['Pizzeria Bianco'],423.0,256.0,248.0,248.0,224.0
588,The fried chicken at Willie Mae's Scotch House in New Orleans is a true Southern treat.,"[""Willie Mae's Scotch House""]",424.0,257.0,249.0,249.0,225.0
589,The sushi at Sushisho Masa in Tokyo is a luxurious and unforgettable experience.,['Sushisho Masa'],425.0,258.0,250.0,250.0,226.0
590,The cocktails at The Aviary in NYC are some of the most creative and visually stunning drinks around.,['The Aviary'],426.0,259.0,251.0,251.0,227.0
591,The ramen at Afuri in Portland is a delicious bowl of noodle soup.,['Afuri'],427.0,260.0,252.0,252.0,228.0
592,The seafood at The Ordinary in Charleston is always fresh and flavorful.,['The Ordinary'],428.0,261.0,253.0,253.0,229.0
593,The dumplings at Joe's Shanghai are a must-try in New York.,"[""Joe's Shanghai""]",429.0,262.0,254.0,254.0,230.0
594,The cocktails at The Clover Club in Brooklyn are always expertly crafted.,['The Clover Club'],430.0,263.0,255.0,255.0,231.0
595,The pizza at Roberta's in Brooklyn is a must-try for any pizza lover.,"[""Roberta's""]",431.0,264.0,256.0,256.0,232.0
596,The fried chicken at Honey Butter Fried Chicken in Chicago is a true comfort food.,['Honey Butter Fried Chicken'],432.0,265.0,257.0,257.0,233.0
597,The sushi at Urasawa in Beverly Hills is some of the best in the world.,['Urasawa'],433.0,266.0,258.0,258.0,234.0
598,The vegan food at Candle Cafe in NYC is always delicious and satisfying.,['Candle Cafe'],434.0,267.0,259.0,259.0,235.0
599,The ramen at Menya Musashi in Tokyo is a flavorful and hearty bowl of noodle soup.,['Menya Musashi'],435.0,268.0,260.0,260.0,236.0
600,The cocktails at The Dead Rabbit in NYC are some of the best in the world.,[' The Dead Rabbit'],436.0,269.0,261.0,261.0,237.0
601,"The seafood at Swan Oyster Depot in San Francisco is always fresh and flavorful.
",['Swan Oyster Depot'],437.0,270.0,262.0,262.0,238.0
602,The paella at Socarrat in NYC is a must-try for any Spanish food lover.,['Socarrat'],438.0,271.0,263.0,263.0,239.0
603,The steak at Bern's Steak House in Tampa is a true classic.,"[""Bern's Steak House""]",439.0,272.0,264.0,264.0,240.0
